Date,Time,Pressure Main,Pressure Autocalve 1,Pressure Autocalve 2,Pressure Autocalve 3,Pressure Autocalve 4,Pressure Autocalve 5,Pressure Autocalve 6,Pressure Autocalve 7,Pressure Autocalve 8,Temperature Autocalve 1,Temperature Autocalve 2,Temperature Autocalve 3,Temperature Autocalve 4,Temperature Autocalve 5,Temperature Autocalve 6,Temperature Autocalve 7,Temperature Autocalve 8,Vacuum pump,% Valve Live,% Valve Overflow,% Valve Waste,Main Meter steam flow,Main Meter steam ton
1/8/2026,06:08:14,13.37891,12.41724,12.38599,-1.215279E-02,9.317124E-02,0.306713,11.68345,12.11458,12.33912,189.464,192.0898,98.06858,97.11372,129.9588,187.6736,187.1202,193.2943,0,-3.270609,4.061777,99.74682,0,8690.255
1/8/2026,06:09:14,13.40061,12.41551,12.39931,5.787611E-04,0.09375,0.2766204,11.60012,12.10706,12.32986,189.6701,192.1333,98.28559,96.21311,129.362,187.4783,187.7279,193.2617,0,-3.270609,3.794126,99.74682,0,8690.255
1/8/2026,06:10:14,13.41146,12.40451,12.40104,3.645837E-02,8.680558E-02,0.2453704,11.42072,12.10764,12.32292,189.4206,192.0898,99.19704,94.68316,128.7652,186.9249,188.2378,193.2617,0,-3.274343,6.300636,99.75043,0,8690.255
1/8/2026,06:11:14,13.39156,12.41724,12.41898,5.787039E-02,9.027779E-02,0.2251158,11.32986,12.10417,12.31771,189.464,192.1007,99.9566,93.41363,128.2878,186.5885,187.8906,193.2509,0,-3.270609,3.938802,99.75043,0,8690.255
1/8/2026,06:12:14,13.41869,12.40625,12.41435,8.912039E-02,8.217597E-02,0.1996528,11.1522,12.10185,12.3125,189.4857,192.0573,100.7487,92.1875,127.7018,186.0352,188.0534,193.1966,0,-3.274343,6.275319,99.75043,0,8690.255
1/8/2026,06:13:14,13.44401,12.41319,12.42361,0.1180556,8.101857E-02,0.1846064,11.01042,12.09722,12.30845,189.5725,192.1767,101.595,91.80772,127.3112,185.395,188.3138,193.1749,0,-3.270609,6.275319,99.75043,0,8690.255
1/8/2026,06:14:14,13.38885,12.42824,12.44213,0.167824,0.1047454,0.1736112,10.82986,12.09086,12.30671,189.6267,192.3069,102.7561,91.66666,127.0725,184.9501,187.8798,193.1641,0,-3.270609,7.96441,99.75043,0,8690.255
1/8/2026,06:15:14,13.4214,12.43403,12.44907,0.208912,0.1030092,0.1614584,10.65162,12.08681,12.30787,189.5291,192.296,104.0582,91.22179,126.8989,184.2991,188.2053,193.1532,0,-3.270609,7.552083,99.75043,0,8690.255
1/8/2026,06:16:14,13.38252,12.4375,12.45313,0.25,0.0925926,0.1510416,10.46412,12.08333,12.30845,189.3663,192.296,104.9696,90.7552,126.6819,183.6589,188.2813,193.1532,0,-3.270609,8.582899,99.75405,0,8690.255
1/8/2026,06:17:14,13.43859,12.44155,12.4566,0.3038194,8.969903E-02,0.1412038,10.25752,12.08102,12.31134,189.5074,192.4154,106.2717,90.45139,126.5191,183.0621,187.9774,193.1641,0,-3.270609,8.575665,99.75043,0,8690.255
1/8/2026,06:18:14,13.43497,12.44444,12.46354,0.3518518,8.680558E-02,0.1342592,10.05498,12.07697,12.31481,189.5725,192.3937,107.4436,90.08247,126.2153,182.1615,188.1402,193.1749,0,-3.270609,9.74754,99.75043,0,8690.255
1/8/2026,06:19:14,13.38252,12.45023,12.46875,0.4085648,8.738422E-02,0.129051,9.82118,12.07407,12.32002,189.4206,192.5022,108.7565,89.8329,125.9983,181.3477,188.2921,193.1749,0,-3.270609,9.751158,99.75043,0,8690.255
1/8/2026,06:20:14,13.40242,12.46644,12.48669,0.4739584,0.09375,0.1319444,9.600116,12.06713,12.32349,189.5942,192.4696,110.1563,89.60503,125.9115,180.5556,187.7279,193.1858,0,-3.270609,12.16363,99.75405,0,8690.255
1/8/2026,06:21:14,13.41055,12.47106,12.49363,0.5462962,0.0925926,0.1331018,9.321759,12.06366,12.32697,189.681,192.4696,111.773,89.31207,125.7053,179.6441,187.6953,193.2075,0,-3.270609,12.16724,99.75405,0,8690.255
1/8/2026,06:22:14,13.39066,12.47222,12.49537,0.6064814,9.317124E-02,0.130787,9.089699,12.05845,12.3287,189.6918,192.5781,113.1402,89.07336,125.4232,178.6567,187.9232,193.2292,0,-3.270609,11.62833,99.75405,0,8690.255
1/8/2026,06:23:14,13.42321,12.47801,12.50058,0.677662,0.0925926,0.1284722,8.815972,12.05382,12.33218,189.6918,192.5781,114.4206,88.80209,125.2062,177.6259,187.4892,193.2183,0,-3.270609,12.85445,99.75405,0,8690.255
1/8/2026,06:24:14,13.39247,12.48148,12.5081,0.7447916,1.504624E-02,0.125,8.572917,12.04803,12.34028,189.5833,192.5564,115.6575,88.53082,124.924,176.6276,187.6519,193.2292,1,-3.270609,12.84722,99.75043,0,8690.255
1/8/2026,06:25:14,13.4205,12.48843,12.5191,0.818287,-0.0925926,0.125,8.316551,12.04398,12.34201,189.681,192.6649,117.003,88.17274,124.6853,175.5751,187.5108,193.2509,1,-3.270609,13.32104,99.74682,0,8690.255
1/8/2026,06:26:14,13.46571,12.49595,12.52951,0.8813658,-0.1799769,0.1232638,8.085649,12.03762,12.34896,189.7678,192.6649,118.2943,87.80382,124.5117,174.5443,187.6411,193.2726,1,-3.270609,13.00998,99.74682,0,8690.255
1/8/2026,06:27:14,13.37619,12.49074,12.52257,0.9427084,-0.2575231,0.1163194,7.829283,12.02836,12.35127,189.5725,192.73,119.5421,87.46745,124.2839,173.7088,187.6302,193.3051,1,-3.270609,14.2976,99.74682,0,8690.255
1/8/2026,06:28:14,13.37438,12.50521,12.53704,1.004051,-0.3153935,0.1174768,7.619213,12.02431,12.35474,189.822,192.6758,120.6272,87.13108,124.1428,172.8624,187.5542,193.2726,1,-3.270609,13.20891,99.7432,0,8690.255
1/8/2026,06:29:14,13.42773,12.50984,12.54224,1.061921,-0.3680556,0.115162,7.390625,12.02951,12.36111,189.7135,192.6649,121.5712,86.89236,123.9258,171.875,187.7604,193.2834,1,-3.270609,14.51461,99.73958,0,8690.255
1/8/2026,06:30:14,13.42593,12.50521,12.53646,1.119213,-0.4143519,0.1105324,7.150463,12.01794,12.36748,189.7786,192.6215,122.602,86.46918,123.6437,171.2348,187.8798,193.3268,1,-3.274343,13.95038,99.73597,0,8690.255
1/8/2026,06:31:14,13.41508,12.51273,12.54572,1.182292,-0.4467593,0.1099538,6.934028,12.01794,12.37326,189.8655,192.806,123.622,86.36067,123.253,171.0829,188.5417,193.3485,1,-3.270609,15.9252,99.73597,0,8690.255
1/8/2026,06:32:14,13.41598,12.50926,12.53935,1.251158,-0.4751157,0.109375,6.689236,12.01273,12.37674,189.9197,192.6432,124.6202,86.07856,119.9653,170.7899,189.171,193.3702,1,-3.274343,16.56901,0.1446759,0,8690.255
1/8/2026,06:33:14,13.37258,12.50579,12.54051,1.314815,-0.4982639,0.1059028,6.460648,12.0081,12.38368,189.974,192.6432,125.6727,85.9375,115.8963,170.5512,189.2036,193.3702,1,-3.274343,17.87109,0.1229745,0,8690.255
1/8/2026,06:34:14,13.42954,12.52662,12.56134,1.402778,-0.5104166,0.1111112,6.226273,12.00637,12.38831,190.0499,192.6432,126.7578,85.90495,112.9015,170.28,188.1619,193.3702,1,-3.270609,18.63788,0.1302083,0,8690.255
1/8/2026,06:35:14,13.40332,12.53356,12.55556,1.479745,-0.5248842,0.1076388,5.994213,12.00058,12.3941,189.9631,192.6649,127.8429,85.79644,110.4709,169.7483,189.2578,193.4028,1,-3.270609,18.89106,0.1085069,0,8690.255
1/8/2026,06:36:14,13.3988,12.53588,12.56944,1.564236,-0.535301,0.1099538,5.743055,11.99016,12.39931,189.8329,192.7734,129.069,85.67709,108.7565,169.4119,188.5308,193.4245,1,-3.274343,21.11907,0.1121238,0,8690.255
1/8/2026,06:37:14,13.41146,12.52836,12.5625,1.628472,-0.5462963,0.103588,5.534143,11.98958,12.40451,189.6918,192.4805,129.9262,85.31902,106.3911,168.5221,189.2687,193.4462,1,-3.270609,3.960504,0.1012731,0,8690.255
1/8/2026,06:38:14,12.67994,12.56192,12.59838,1.655092,-0.5439815,0.1122686,5.556134,11.97859,12.41088,189.9523,192.7192,130.089,85.19965,104.6115,168.4462,188.52,193.4679,1,16.17757,-0.6221065,0.1085069,3.208726,8690.262
1/8/2026,06:39:14,12.86259,12.56944,12.60069,1.733796,-0.5503472,0.1122686,5.554977,11.97106,12.41667,189.9523,192.5022,130.7292,85.1237,103.8303,168.4679,188.2378,193.5113,1,20.40024,-0.6257234,0.1085069,4.664568,8690.322
1/8/2026,06:40:14,13.02807,12.57176,12.6059,1.83912,-0.5572916,0.113426,5.552662,11.96412,12.42188,190.0608,192.513,131.8902,85.04774,103.418,168.7825,188.0968,193.5004,1,20.40024,-0.6221065,9.765625E-02,4.762002,8690.401
1/8/2026,06:41:14,12.97924,12.58044,12.61285,1.944444,-0.5590278,0.1140046,5.546875,11.95486,12.42651,190.0825,192.6324,133.2899,84.93924,102.4306,168.7934,187.934,193.5004,1,20.13889,-0.6221065,0.10489,4.628152,8690.48
1/8/2026,06:42:14,12.97924,12.58565,12.61863,2.049768,-0.5636574,0.1140046,5.542824,11.96933,12.43229,190.1801,192.6215,134.6897,84.81988,101.5625,168.9019,188.1293,193.5221,1,20.13889,-0.6257234,9.765625E-02,4.596028,8690.557
1/8/2026,06:43:14,13.00094,12.58854,12.62326,2.149306,-0.5659722,0.113426,5.540509,11.95139,12.4375,190.1476,192.6215,135.9592,84.70052,101.1936,168.9128,187.9232,193.5547,1,20.13889,-0.6257234,0.10489,4.596345,8690.634
1/8/2026,06:44:14,13.25955,12.5897,12.62269,2.223958,-0.5706018,0.1105324,5.533565,11.95023,12.44213,190.0499,192.7409,136.9141,84.55946,100.6944,168.7717,187.8689,193.5547,1,16.44639,-0.6221065,0.10489,3.432556,8690.695
1/8/2026,06:45:14,13.13567,12.59375,12.62558,2.299768,-0.5711806,0.1128472,5.528357,11.94502,12.44502,190.0391,192.7409,137.8689,84.36414,100.1411,168.674,187.6302,193.6089,1,16.44639,-0.6257234,9.765625E-02,3.428897,8690.752
1/8/2026,06:46:14,13.34545,12.59722,12.62963,2.353588,-0.5729166,0.1116898,5.521991,11.94734,12.45197,189.9523,192.73,138.6176,84.16884,99.59852,168.5547,188.3464,193.6089,1,12.88456,-0.6257234,0.1012731,2.445152,8690.8
1/8/2026,06:47:14,13.28215,12.60474,12.63715,2.403357,-0.5752315,0.1128472,5.518518,11.93692,12.45428,190.1584,192.7409,139.2361,83.97353,99.34896,168.3485,187.8472,193.6306,1,12.88456,-0.6257234,9.042245E-02,2.441471,8690.84
1/8/2026,06:48:14,13.40242,12.60474,12.63773,2.440393,-0.5758102,0.1105324,5.511574,11.92882,12.45833,189.9523,192.73,139.681,83.74566,99.07769,168.1423,187.8689,193.6523,1,9.192055,-0.6257234,9.765625E-02,0,8690.863
1/8/2026,06:49:14,13.3563,12.60995,12.64063,2.474537,-0.5769676,0.1105324,5.505787,11.92651,12.46296,190.1476,192.8494,139.9957,83.45269,98.67622,167.9471,187.9123,193.6415,1,9.192055,-0.6257234,9.765625E-02,0,8690.863
1/8/2026,06:50:14,13.3563,12.61516,12.64583,2.507523,-0.5775463,0.1122686,5.501736,11.9213,12.46644,190.0391,192.7517,140.2344,83.06207,98.25304,167.8494,187.9015,193.6849,1,9.188321,-0.6293403,0.1085069,0,8690.863
1/8/2026,06:51:14,13.38524,12.61516,12.64294,2.537037,-0.5792824,0.1105324,5.493055,11.92593,12.47049,190.0174,192.8277,140.5165,82.59549,98.01432,167.7083,187.6845,193.6849,1,9.192055,-0.6293403,0.1012731,0,8690.863
1/8/2026,06:52:14,12.86892,12.62269,12.65278,2.593171,-0.5804398,0.1105324,5.490741,11.91551,12.47569,190.1259,192.73,140.8312,82.25911,97.80816,167.6215,187.717,193.7066,1,17.2379,-0.6293403,7.957176E-02,3.383072,8690.873
1/8/2026,06:53:14,13.15828,12.62558,12.65451,2.690972,-0.5810185,0.113426,5.483796,11.91435,12.47974,190.2344,192.8494,141.6775,81.92274,97.602,167.513,187.6519,193.7283,1,17.2379,-0.6293403,0.10489,3.685092,8690.934
1/8/2026,06:54:14,13.42683,12.62731,12.65799,2.784722,-0.5729166,0.1111112,5.476273,11.90683,12.48264,190.2452,192.7517,142.73,81.40191,97.30903,167.2092,187.7496,193.7175,0,9.192055,-0.6293403,0.1085069,3.071344,8690.994
1/8/2026,06:55:14,13.22338,12.5978,12.62558,2.788194,-0.5572916,0.1024306,5.373264,11.90394,12.4838,190.2886,192.8819,143.3919,81.17404,96.90755,167.2852,189.4314,193.7283,0,9.192055,9.215857,0.1193576,0,8691.005
1/8/2026,06:56:14,13.39789,12.60012,12.62905,2.824074,-0.537037,0.1006944,5.270255,11.89815,12.48901,190.2778,192.8819,143.6089,81.25,95.72483,166.8511,189.2361,193.7283,0,9.192055,9.205006,0.1229745,0,8691.005
1/8/2026,06:57:14,12.97381,12.60995,12.63947,2.935185,-0.5167824,0.1041666,5.16956,11.8941,12.49248,190.2995,192.8928,144.26,81.57552,94.88932,166.3954,188.9866,193.7283,0,18.1601,11.50897,0.1229745,3.909422,8691.057
1/8/2026,06:58:14,13.227,12.61748,12.64641,3.050926,-0.4936343,0.1059028,5.025463,11.88599,12.49306,190.2995,193.0122,145.3342,82.0638,94.31424,165.918,188.8238,193.7392,0,18.1601,15.98669,0.1229745,3.960113,8691.122
1/8/2026,06:59:14,12.04517,12.62847,12.65567,3.244213,-0.4699074,0.1105324,4.892361,11.88599,12.49653,190.4405,193.023,146.6146,82.77995,93.71745,165.3212,189.1276,193.7826,0,27.00493,15.87457,0.1229745,6.612641,8691.216
1/8/2026,07:00:14,12.62207,12.625,12.6522,3.45544,-0.447338,0.1105324,4.736111,11.88252,12.49826,190.3754,193.0339,148.2639,83.5829,92.9579,164.7787,188.7912,193.8151,0,27.0012,20.84057,0.1229745,7.001588,8691.33
1/8/2026,07:01:14,12.49819,12.6331,12.66088,3.6875,-0.4189815,0.1122686,4.579282,11.87442,12.50231,190.3212,193.1532,150.0325,84.54861,92.44791,164.171,188.8889,193.8151,0,27.00493,23.32899,0.1229745,6.874296,8691.446
1/8/2026,07:02:14,12.49457,12.63079,12.65741,3.909722,-0.390625,0.1105324,4.421875,11.87326,12.50231,190.3212,192.9145,151.8338,85.51432,91.89453,163.5417,188.9866,193.8151,0,27.00493,28.81944,0.1265914,6.865642,8691.561
1/8/2026,07:03:14,11.16084,12.63079,12.65683,4.195602,-0.3640046,0.109375,4.270833,11.86863,12.50231,190.3103,193.023,153.7435,86.54514,91.39539,162.8798,189.1167,193.8042,0,36.90636,36.75492,0.1193576,9.445867,8691.688
1/8/2026,07:04:14,11.58673,12.6441,12.66956,4.574653,-0.3310185,0.1128472,4.131945,11.85938,12.50463,190.4405,193.0339,156.1741,87.53255,91.24349,162.424,188.1836,193.8151,0,36.90263,42.03921,0.1157407,9.885099,8691.849
1/8/2026,07:05:14,12.5217,12.62442,12.65278,4.913195,-0.3090278,0.1064814,3.988426,11.85822,12.50463,190.332,193.1098,158.9193,88.47656,90.625,161.7405,188.8129,193.826,0,28.45729,47.03415,0.1229745,7.839616,8692.01
1/8/2026,07:06:14,12.46383,12.64526,12.67535,5.217593,-0.2725694,0.1128472,3.865162,11.85359,12.50463,190.3103,193.1315,161.0352,89.46397,90.23438,161.263,186.9249,193.8042,0,28.45729,54.26432,0.1193576,7.351967,8692.136
1/8/2026,07:07:14,11.66269,12.62963,12.65972,5.5,-0.2482639,0.1082176,3.733796,11.84375,12.50347,190.4948,193.1315,162.9666,90.28863,89.8112,160.6662,188.1836,193.8151,0,38.0899,58.61545,0.1229745,7.324045,8692.257
1/8/2026,07:08:14,11.50445,12.62789,12.65799,5.931134,-0.2204861,0.1076388,3.612268,11.83507,12.50637,190.2778,193.1207,165.2886,91.11328,89.56163,160.1563,188.2921,193.8151,0,38.09364,64.05165,0.1193576,9.728342,8692.413
1/8/2026,07:09:14,11.69434,12.62731,12.65856,6.380787,-0.1909722,0.1087962,3.497107,11.83276,12.50405,190.3971,193.1207,167.8385,91.98133,89.0625,159.7005,188.6176,193.8151,0,38.09364,65.84202,0.1229745,9.77774,8692.577
1/8/2026,07:10:14,11.02521,12.62326,12.65509,6.900463,-0.1643519,0.1047454,3.384259,11.82928,12.50405,190.3754,193.1098,170.5295,92.79514,88.80209,159.0495,188.1836,193.8042,0,46.93847,65.83839,0.1229745,10.77135,8692.753
1/8/2026,07:11:14,11.2793,12.63079,12.66146,7.444445,-0.1313657,0.1087962,3.280093,11.83102,12.50405,190.2886,193.1315,173.329,93.63064,88.65017,158.6263,188.6393,193.8151,0,46.9422,65.83478,0.1157407,10.75236,8692.934
1/8/2026,07:12:14,11.39413,12.62731,12.66088,7.984954,-0.1024306,0.1082176,3.17882,11.82813,12.50289,190.3754,193.1424,175.9657,94.42274,88.42231,158.0946,188.4874,193.8151,0,46.93847,65.83478,0.1265914,10.4501,8693.11
1/8/2026,07:13:14,11.52525,12.62789,12.66204,8.519097,-7.118058E-02,0.109375,3.079282,11.82234,12.50347,190.2018,193.1315,178.4288,95.27995,88.03168,157.5629,188.4332,193.8042,0,46.93847,65.83116,0.1265914,10.09324,8693.281
1/8/2026,07:14:14,11.68349,12.62616,12.66319,9.045139,-4.456019E-02,0.1087962,2.986111,11.8125,12.5,190.3863,193.1315,180.957,96.1263,87.68446,157.0313,188.6719,193.8151,0,46.93847,65.82755,0.1157407,9.7307,8693.446
1/8/2026,07:15:14,11.83178,12.62558,12.66319,9.55787,-0.0150463,0.109375,2.894097,11.81366,12.49942,190.2995,193.2509,183.3333,96.95096,87.15278,156.5321,188.6936,193.8151,0,46.9422,65.82755,0.1157407,9.306938,8693.605
1/8/2026,07:16:14,12.21698,12.62731,12.66262,10.02431,1.331019E-02,0.1163194,2.806134,11.80498,12.50289,190.3429,193.0773,185.3082,97.75391,86.24132,156.0004,187.4023,193.8042,0,41.26344,65.82755,0.1229745,8.374183,8693.751
1/8/2026,07:17:14,12.28841,12.62674,12.66262,10.4566,4.108799E-02,0.0769676,2.721065,11.80324,12.49942,190.2235,193.0773,187.3264,98.60026,86.773,155.4796,187.5868,193.8042,1,41.2597,65.83116,0.10489,7.838814,8693.887
1/8/2026,07:18:14,12.42314,12.63079,12.6684,10.88194,7.118058E-02,-0.0329861,2.642361,11.78819,12.5,190.1584,193.1098,189.0625,99.42491,87.53255,155.1107,187.2938,193.8042,1,41.26344,65.83116,9.403935E-02,7.466131,8694.014
1/8/2026,07:19:14,12.55697,12.63079,12.66782,11.27546,9.837961E-02,-0.1226852,2.563658,11.79456,12.50231,190.2669,193.099,190.549,100.2062,88.21615,154.5681,187.2179,193.8042,1,41.2597,65.83478,9.042245E-02,7.054077,8694.135
1/8/2026,07:20:14,12.6926,12.63137,12.6684,11.64526,0.1267362,-0.1956019,2.489005,11.78993,12.50116,190.2561,193.099,192.1658,100.9657,88.70442,154.1124,187.6519,193.8042,1,41.26344,65.83478,0.1085069,6.58699,8694.247
1/8/2026,07:21:14,12.7785,12.63079,12.67014,11.98785,0.1539352,-0.2604167,2.414352,11.78241,12.50231,190.1584,193.0881,193.3377,101.7036,89.13845,153.6133,187.1962,193.8151,1,41.26344,65.83116,8.680556E-02,6.065467,8694.354
1/8/2026,07:22:14,14.12127,12.63252,12.67014,12.19039,0.1805556,-0.3177083,2.345486,11.77373,12.50174,190.2018,193.2075,194.5095,102.3655,89.48568,153.2878,187.2287,193.8151,1,-3.237007,65.83478,9.765625E-02,0,8694.443
1/8/2026,07:23:14,13.04434,12.62616,12.67014,12.07813,0.2141204,-0.3645833,2.279514,11.78067,12.49711,190.2778,193.2292,194.4987,103.0816,89.86546,152.7886,187.2938,193.7934,1,-3.244474,65.83478,8.680556E-02,0,8694.443
1/8/2026,07:24:14,13.95219,12.61574,12.66204,12.01389,0.2424768,-0.40625,2.212963,11.7691,12.49074,190.3863,193.2183,194.2925,103.7869,90.14757,152.398,187.3155,193.7717,1,-3.255675,65.83478,9.765625E-02,0,8694.443
1/8/2026,07:25:14,13.46842,12.58796,12.63542,11.94271,0.2592592,-0.443287,2.153357,11.76331,12.48148,190.1476,193.0664,193.9345,104.286,90.12587,151.6602,187.8689,193.7392,1,-3.263142,9.418403,8.680556E-02,0,8694.443
1/8/2026,07:26:14,13.27221,12.58102,12.62963,11.92245,0.2980324,-0.4675926,2.070602,11.55324,12.47512,190.0174,193.1858,193.9453,104.8177,90.50565,151.5733,187.8906,193.7066,1,-3.263142,12.43851,18.5583,0,8694.443
1/8/2026,07:27:14,13.41055,12.57581,12.62674,11.92072,0.4189814,-0.484375,1.967592,11.10012,12.46701,190.0608,193.1749,194.043,106.5321,90.6684,150.9223,186.3281,193.6523,1,-3.266876,17.86024,28.03458,0,8694.443
1/8/2026,07:28:14,13.48289,12.56713,12.61979,11.92303,0.5613426,-0.4994213,1.773148,10.59375,12.45949,189.9414,193.1641,193.826,109.2231,90.7552,150.0542,184.4944,193.6632,1,-3.266876,20.58739,48.52792,0,8694.443
1/8/2026,07:29:14,13.3997,12.57349,12.62558,11.94792,0.6793982,-0.5104166,1.573495,10.19213,12.4537,189.974,193.1098,193.9887,111.8707,90.95052,149.0017,183.2791,193.6306,1,-3.270609,16.28689,48.60388,0,8694.443
1/8/2026,07:30:14,13.40965,12.56597,12.62153,11.96528,0.791088,-0.5208334,1.371528,9.806713,12.44329,190.0065,193.1207,193.9779,114.0082,91.10242,147.6454,180.6966,193.6198,1,-3.270609,16.32306,82.56293,0,8694.443
1/8/2026,07:31:14,13.3988,12.54514,12.5978,11.95139,0.8697916,-0.5347222,1.191551,9.48669,12.43634,189.7569,193.0556,193.9453,115.7444,91.14584,146.3867,180.4362,193.6089,1,-3.270609,11.57046,82.57017,0,8694.443
1/8/2026,07:32:14,13.38704,12.5625,12.6169,12.00521,0.953125,-0.5341435,1.043403,9.220486,12.42998,189.822,192.9796,194.0755,117.0681,91.29774,145.5621,178.1901,193.533,1,-3.270609,12.98466,99.71065,0,8694.443
1/8/2026,07:33:14,13.44039,12.55382,12.61111,12.0191,1.023148,-0.5381944,0.912037,8.934028,12.42245,189.9523,192.9796,194.0972,118.316,91.27604,144.6072,176.671,193.533,1,-3.274343,12.98105,99.71788,0,8694.443
1/8/2026,07:34:14,13.40875,12.52836,12.58044,11.99653,1.074653,-0.546875,0.7945602,8.675347,12.41493,189.7895,192.9579,194.1623,119.2708,91.11328,143.5547,176.161,193.533,1,-3.274343,13.96484,99.7215,0,8694.443
1/8/2026,07:35:14,13.42502,12.53472,12.5897,12.03414,1.166088,-0.5462963,0.7002314,8.373842,12.40799,189.8329,193.0013,194.0864,120.497,91.06988,143.023,174.5443,193.4679,1,-3.270609,14.46398,99.7215,0,8694.443
1/8/2026,07:36:14,13.43226,12.51968,12.57407,12.03819,1.23206,-0.552662,0.613426,8.112847,12.40162,189.7135,192.9688,194.1949,121.658,90.90712,142.2526,173.5894,193.457,1,-3.270609,15.56713,99.72511,0,8694.443
1/8/2026,07:37:14,13.42773,12.5272,12.58276,12.0787,1.336227,-0.5515046,0.541088,7.804399,12.39468,189.8763,192.9904,194.4227,122.9058,90.86372,141.6992,171.4844,193.4353,1,-3.274343,17.48047,99.72874,0,8694.443
1/8/2026,07:38:14,13.43045,12.51794,12.5706,12.09259,1.420717,-0.5561342,0.4774306,7.538195,12.38773,189.7786,192.9145,194.3359,124.2296,90.7552,141.3846,169.8242,193.4136,1,-3.270609,16.23626,99.72511,0,8694.443
1/8/2026,07:39:14,13.40875,12.49074,12.54456,12.07523,1.512153,-0.5613426,0.4189814,7.233217,12.38137,189.605,192.9362,194.26,125.4449,90.52734,141.0156,169.7483,193.3811,1,-3.274343,20.93099,99.72874,0,8694.443
1/8/2026,07:40:14,13.42683,12.50984,12.56539,12.13947,1.630208,-0.5549768,0.3726852,6.962963,12.375,189.4748,192.9904,194.4227,126.8989,90.48394,140.8312,170.9418,193.3702,1,-3.274343,18.84042,99.72874,0,8694.443
1/8/2026,07:41:14,13.42231,12.49479,12.54977,12.14526,1.733217,-0.5601852,0.3298612,6.668403,12.36979,189.6918,192.8819,194.5204,128.2335,90.34288,140.6358,167.3828,193.3377,1,-3.270609,26.85909,99.72874,0,8694.443
1/8/2026,07:42:14,13.38885,12.48785,12.54224,12.16377,1.847222,-0.5619213,0.2916666,6.376157,12.36401,189.6701,193.0013,194.6289,129.6332,90.21268,140.332,166.2869,193.3051,1,-3.274343,25.06872,99.72874,0,8694.443
1/8/2026,07:43:14,13.42954,12.48264,12.53762,12.18576,1.958912,-0.5642361,0.2581018,6.115741,12.36053,189.7895,192.9145,194.6289,131.0004,90.08247,139.898,163.4332,193.3051,1,-3.274343,28.31669,99.73235,0,8694.443
1/8/2026,07:44:14,13.40513,12.4809,12.53414,12.21412,2.07581,-0.5636574,0.230324,5.84838,12.35417,189.681,192.9145,194.7374,132.3242,89.94141,139.7135,162.0226,193.2943,1,-3.274343,36.62109,99.73235,0,8694.443
1/8/2026,07:45:14,13.42321,12.47685,12.53299,12.23901,2.190972,-0.5630787,0.207176,5.603588,12.34838,189.7027,192.9145,194.8676,133.6263,89.86546,139.247,160.905,193.2509,1,-3.274343,41.50752,99.73235,0,8694.443
1/8/2026,07:46:14,13.463,12.43576,12.48322,12.19965,2.260995,-0.5943287,0.1574074,5.33912,12.34317,188.4115,191.6667,193.6415,133.5395,88.08594,137.1094,159.0929,193.2509,1,-3.274343,55.95703,99.72874,0,8694.443
1/8/2026,07:47:14,13.39247,12.4537,12.50579,12.25752,2.396412,-0.5653935,0.1672454,5.146412,12.33796,189.6701,192.9037,194.8459,135.97,89.49653,138.5525,158.7131,193.2509,0,-3.274343,62.57233,99.73235,0,8694.443
1/8/2026,07:48:14,13.42954,12.45776,12.50926,12.28993,2.509838,-0.5578704,0.1539352,4.94213,12.33276,189.7027,192.8928,195.0629,137.0877,89.39887,138.3464,157.5521,193.2292,0,-3.270609,65.8167,99.73235,0,8694.443
1/8/2026,07:49:14,13.43768,12.45139,12.50174,12.31019,2.609954,-0.5515046,0.1435186,4.746528,12.32928,189.7027,192.9037,195.0521,138.1293,89.23611,138.0534,156.4345,193.1858,0,-3.274343,65.81308,99.73235,0,8694.443
1/8/2026,07:50:14,13.4196,12.45081,12.50174,12.33333,2.711806,-0.5405092,0.1342592,4.565972,12.32581,189.6159,192.806,195.1606,139.1276,89.09505,137.8472,154.9696,193.1749,0,-3.274343,65.80946,99.73235,0,8694.443
1/8/2026,07:51:14,13.44582,12.44907,12.49769,12.35474,2.804977,-0.5329861,0.1261574,4.399884,12.32176,189.4965,192.9145,195.1823,140.1042,88.96484,137.6411,154.1992,193.1858,0,-3.274343,65.80585,99.73235,0,8694.443
1/8/2026,07:52:14,13.3997,12.44213,12.49363,12.37153,2.893518,-0.4913194,0.1232638,4.240741,12.31771,189.4423,192.6215,194.987,140.7227,88.55251,137.0985,153.776,193.1532,0,-3.270609,22.72136,99.73958,0,8694.443
1/8/2026,07:53:14,13.43045,12.40567,12.44734,12.34086,2.849537,-0.4733796,0.078125,4.191551,12.31539,187.9123,190.8746,193.3594,139.5725,86.63194,134.6788,152.2244,193.1207,0,-3.274343,3.428819,99.73958,0,8694.443
1/8/2026,07:54:14,13.41869,12.43229,12.47974,12.39757,2.875,-0.3177083,0.1174768,4.13831,12.30961,189.605,192.9253,195.2691,141.3629,89.14931,137.207,152.5608,193.099,0,-3.274343,13.45486,99.7432,0,8694.443
1/8/2026,07:55:14,13.39428,12.4294,12.47685,12.41493,2.865162,-0.21875,0.1145834,4.003472,12.30556,189.605,192.9037,195.2799,141.2218,89.8763,136.9032,151.8012,193.099,0,-3.270609,15.8818,99.7432,0,8694.443
